datetime,open,high,low,close,volume,symbol,timeframe
2025-12-19 13:30:00+0530,25970.19921875,25978.349609375,25966.80078125,25977.650390625,0,nifty50,15min
2025-12-19 13:45:00+0530,25976.599609375,25984.69921875,25970.099609375,25975.849609375,0,nifty50,15min
2025-12-19 14:00:00+0530,25977.650390625,25983.849609375,25961.30078125,25967.5,0,nifty50,15min
2025-12-19 14:15:00+0530,25967.94921875,25993.099609375,25965.849609375,25971.05078125,0,nifty50,15min
2025-12-19 14:30:00+0530,25971.349609375,25977.650390625,25963.55078125,25974.19921875,0,nifty50,15min
2025-12-19 14:45:00+0530,25973.94921875,25983.05078125,25958.75,25958.75,0,nifty50,15min
2025-12-19 15:00:00+0530,25959.5,25973.599609375,25945.44921875,25969.849609375,0,nifty50,15min
2025-12-19 15:15:00+0530,25968.5,25974.25,25955.599609375,25961.400390625,0,nifty50,15min
2025-12-22 09:15:00+0530,26055.849609375,26131.5,26052.0,26125.55078125,0,nifty50,15min
2025-12-22 09:30:00+0530,26125.5,26136.849609375,26111.19921875,26124.19921875,0,nifty50,15min
2025-12-22 09:45:00+0530,26124.44921875,26136.75,26111.900390625,26132.80078125,0,nifty50,15min
2025-12-22 10:00:00+0530,26133.400390625,26141.900390625,26120.900390625,26129.25,0,nifty50,15min
2025-12-22 10:15:00+0530,26128.849609375,26134.80078125,26121.0,26124.849609375,0,nifty50,15min
2025-12-22 10:30:00+0530,26125.55078125,26133.099609375,26118.19921875,26124.099609375,0,nifty50,15min
2025-12-22 10:45:00+0530,26123.69921875,26143.150390625,26119.80078125,26142.599609375,0,nifty50,15min
2025-12-22 11:00:00+0530,26142.599609375,26147.25,26120.599609375,26123.94921875,0,nifty50,15min
2025-12-22 11:15:00+0530,26124.099609375,26137.349609375,26117.400390625,26136.55078125,0,nifty50,15min
2025-12-22 11:30:00+0530,26137.599609375,26139.400390625,26129.650390625,26133.900390625,0,nifty50,15min
2025-12-22 11:45:00+0530,26134.0,26146.75,26132.75,26140.94921875,0,nifty50,15min
2025-12-22 12:00:00+0530,26141.30078125,26148.099609375,26132.349609375,26134.55078125,0,nifty50,15min
2025-12-22 12:15:00+0530,26134.650390625,26153.650390625,26133.849609375,26142.400390625,0,nifty50,15min
2025-12-22 12:30:00+0530,26142.19921875,26146.05078125,26121.849609375,26121.849609375,0,nifty50,15min
