datetime,open,high,low,close,volume,symbol,timeframe
2025-12-19 13:40:00+0530,25970.19921875,25978.349609375,25966.80078125,25977.650390625,0,nifty50,5min
2025-12-19 13:45:00+0530,25976.599609375,25984.69921875,25973.69921875,25977.150390625,0,nifty50,5min
2025-12-19 13:50:00+0530,25976.650390625,25981.94921875,25972.400390625,25973.25,0,nifty50,5min
2025-12-19 13:55:00+0530,25974.400390625,25979.25,25970.099609375,25975.849609375,0,nifty50,5min
2025-12-19 14:00:00+0530,25977.650390625,25983.849609375,25963.80078125,25968.94921875,0,nifty50,5min
2025-12-19 14:05:00+0530,25969.849609375,25973.5,25961.30078125,25967.25,0,nifty50,5min
2025-12-19 14:10:00+0530,25968.80078125,25975.44921875,25964.05078125,25967.5,0,nifty50,5min
2025-12-19 14:15:00+0530,25967.94921875,25979.0,25965.849609375,25978.349609375,0,nifty50,5min
2025-12-19 14:20:00+0530,25978.400390625,25991.099609375,25976.05078125,25989.05078125,0,nifty50,5min
2025-12-19 14:25:00+0530,25989.05078125,25993.099609375,25969.650390625,25971.05078125,0,nifty50,5min
2025-12-19 14:30:00+0530,25971.349609375,25977.650390625,25966.599609375,25967.5,0,nifty50,5min
2025-12-19 14:35:00+0530,25967.75,25977.19921875,25963.55078125,25974.75,0,nifty50,5min
2025-12-19 14:40:00+0530,25975.0,25976.75,25968.44921875,25974.19921875,0,nifty50,5min
2025-12-19 14:45:00+0530,25973.94921875,25983.05078125,25971.19921875,25979.349609375,0,nifty50,5min
2025-12-19 14:50:00+0530,25977.400390625,25979.0,25963.44921875,25964.69921875,0,nifty50,5min
2025-12-19 14:55:00+0530,25964.69921875,25970.30078125,25958.75,25958.75,0,nifty50,5min
2025-12-19 15:00:00+0530,25959.5,25965.55078125,25945.44921875,25964.75,0,nifty50,5min
2025-12-19 15:05:00+0530,25963.75,25973.599609375,25961.80078125,25971.849609375,0,nifty50,5min
2025-12-19 15:10:00+0530,25971.69921875,25973.19921875,25964.05078125,25969.849609375,0,nifty50,5min
2025-12-19 15:15:00+0530,25968.5,25972.25,25964.19921875,25970.349609375,0,nifty50,5min
2025-12-19 15:20:00+0530,25970.599609375,25974.25,25967.150390625,25970.150390625,0,nifty50,5min
2025-12-19 15:25:00+0530,25970.150390625,25973.19921875,25955.599609375,25961.400390625,0,nifty50,5min
2025-12-22 09:15:00+0530,26055.849609375,26103.44921875,26052.0,26093.900390625,0,nifty50,5min
2025-12-22 09:20:00+0530,26094.55078125,26126.400390625,26092.75,26121.05078125,0,nifty50,5min
2025-12-22 09:25:00+0530,26119.349609375,26131.5,26112.599609375,26125.55078125,0,nifty50,5min
2025-12-22 09:30:00+0530,26125.5,26136.849609375,26121.80078125,26125.25,0,nifty50,5min
2025-12-22 09:35:00+0530,26125.849609375,26130.0,26112.19921875,26113.150390625,0,nifty50,5min
2025-12-22 09:40:00+0530,26112.650390625,26125.650390625,26111.19921875,26124.19921875,0,nifty50,5min
2025-12-22 09:45:00+0530,26124.44921875,26136.75,26111.900390625,26115.099609375,0,nifty50,5min
2025-12-22 09:50:00+0530,26115.44921875,26123.55078125,26112.30078125,26118.900390625,0,nifty50,5min
2025-12-22 09:55:00+0530,26119.30078125,26136.150390625,26116.150390625,26132.80078125,0,nifty50,5min
2025-12-22 10:00:00+0530,26133.400390625,26139.0,26130.349609375,26138.94921875,0,nifty50,5min
2025-12-22 10:05:00+0530,26138.05078125,26141.900390625,26126.30078125,26127.94921875,0,nifty50,5min
2025-12-22 10:10:00+0530,26128.05078125,26131.849609375,26120.900390625,26129.25,0,nifty50,5min
2025-12-22 10:15:00+0530,26128.849609375,26134.80078125,26123.55078125,26132.900390625,0,nifty50,5min
2025-12-22 10:20:00+0530,26131.55078125,26133.55078125,26124.05078125,26128.400390625,0,nifty50,5min
2025-12-22 10:25:00+0530,26129.099609375,26132.30078125,26121.0,26124.849609375,0,nifty50,5min
2025-12-22 10:30:00+0530,26125.55078125,26131.19921875,26121.0,26130.349609375,0,nifty50,5min
2025-12-22 10:35:00+0530,26130.19921875,26133.099609375,26118.30078125,26122.80078125,0,nifty50,5min
2025-12-22 10:40:00+0530,26122.0,26127.05078125,26118.19921875,26124.099609375,0,nifty50,5min
2025-12-22 10:45:00+0530,26123.69921875,26136.44921875,26119.80078125,26134.80078125,0,nifty50,5min
2025-12-22 10:50:00+0530,26136.05078125,26140.900390625,26133.349609375,26138.44921875,0,nifty50,5min
2025-12-22 10:55:00+0530,26138.5,26143.150390625,26136.05078125,26142.599609375,0,nifty50,5min
